term	sentiment
disadvantage	-0.416890833
disadvantaged	-0.441992222
disadvantageous	-0.169388889
disagree	-0.413857778
disagreement	-0.468345556
disappear	-0.15573
disappoint	-0.461564167
disappointed	-0.558838889
disappointing	-0.566614167
disappointingly	-0.369578889
disappointment	-0.557546667
disapproval	-0.504768889
disapprove	-0.483632222
disarray	-0.311111111
disaster	-0.664186667
disastrous	-0.74944
disavow	-0.311111111
disbelief	-0.247171111
disbelieve	-0.358071111
discard	-0.066666667
discolor	-0.177777778
discoloration	-0.258867778
discomfort	-0.357754444
disconcerting	-0.294561111
disconnect	-0.066666667
disconsolate	-0.499635556
discontent	-0.357924444
discontented	-0.415351667
discontinue	-0.066666667
discord	-0.407754167
discount	0.066666667
discourage	-0.327401111
discouraging	-0.465695556
discouragingly	-0.248195556
discourteous	-0.227098889
discredit	-0.518245556
discriminate	-0.497525556
discriminating	-0.228912222
discrimination	-0.355555556
discriminatory	-0.282358889
disdain	-0.496721667
disease	-0.567878889
diseased	-0.772728889
disenchant	-0.122891111
disgrace	-0.625344167
disgraced	-0.513626667
disguise	-0.064553333
disgust	-0.562231667
disgusted	-0.610384167
disgusting	-0.733676667
disgustingly	-0.582212222
dishearten	-0.338927778
disheveled	-0.509357778
dishonest	-0.541366667
dishonesty	-0.615552222
dishonor	-0.565768889
disillusion	-0.331477778
disillusioned	-0.341128333
disillusionment	-0.375922222
disinclined	-0.384564444
disinterest	-0.207447778
disjointed	-0.361036667
dislike	-0.391585833
disloyal	-0.503778889
dismal	-0.75127
dismally	-0.502912222
dismay	-0.455667778
dismayed	-0.28069
dismiss	-0.177777778
disobedience	-0.430112222
disobedient	-0.418638889
disorder	-0.001840678
disorderly	-0.520545556
disorganization	-0.286507778
disorganized	-0.332885833
disorient	-0.243847778
disparage	-0.546059167
disparaging	-0.471756667
dispense	-0.066666667
displease	-0.365744444
displeasure	-0.557995556
disposable	-0.177777778
dispose	-0.066666667
dispute	-0.375990833
disquiet	-0.382212222
disregard	-0.263090833
disrepute	-0.374292222
disrespect	-0.490449167
disrupt	-0.383187778
disruption	-0.385520833
disruptive	-0.491969167
dissatisfaction	-0.441992222
dissatisfied	-0.474836667
dissatisfy	-0.203751111
dissent	-0.183234444
disservice	-0.355555556
dissolution	-0.151147778
distant	-0.090163333
distaste	-0.466998889
distasteful	-0.586905556
distinct	0.223447778
distinction	0.238387778
distinctive	0.177777778
distinctively	0.066666667
distinctly	0.066666667
distinguished	0.555005556
distort	-0.374330833
distortion	-0.380451111
distract	-0.305560833
distracted	-0.310514444
distraction	-0.297265833
distraught	-0.675625556
distress	-0.393188333
distressing	-0.44237
distrust	-0.482579167
distrustful	-0.378669167
disturb	-0.371595833
disturbance	-0.483608889
disturbed	-0.369008333
disturbing	-0.550846667
disunity	-0.375325556
ditch	-0.177777778
diversity	0.160226667
divine	0.666666667
divinely	0.666666667
divinity	0.290143333
divisive	-0.469182222
divorce	-0.288888889
dizzy	-0.177777778
do	-0.033074939
do-it-yourself	0.066666667
doctor	0.003427051
dogma	-0.133333333
doldrums	-0.244444444
dolorous	-0.332897778
dominance	0.133333333
dominate	-0.066666667
domination	-0.186083333
donate	0.437845556
donation	0.066666667
done	-0.017844343
dont	-0.061233602
doom	-0.366666667
dope	0.026482222
doubt	-0.279050833
doubtful	-0.244518333
douche	-0.2
down	-0.002074986
down-to-earth	0.237197778
downcast	-0.283333333
downer	-0.355555556
downfall	-0.585928889
downhearted	-0.376391111
downside	-0.308996667
drab	-0.177777778
drag	-0.2299175
drain	-0.244444444
dramatic	0.075783333
dramatically	0.00135
drawback	-0.220751111
dread	-0.585644167
dreadful	-0.712549167
dreadfully	-0.637485556
dream	0.040666217
dreamlike	0.346766667
dreamy	0.553916667
drearily	-0.502912222
dreariness	-0.363508889
dreary	-0.547274167
droopy	-0.207053333
drop	-0.139003333
drown	-0.283333333
drudgery	-0.355555556
drug	-0.021951337
drunk	-0.383333333
drunken	-0.531064444
drunkenly	-0.191801111
dubious	-0.449431667
dud	-0.453895556
due	-0.015265552
dull	-0.464951667
dullness	-0.308427778
dully	-0.386002222
dumb	-0.641026667
dummy	-0.177777778
dump	-0.303750833
dumps	-0.288888889
dunce	-0.519578889
dupe	-0.296938333
durability	0.174026667
durable	0.422222222
duty	-0.066666667
dwindle	-0.066666667
dying	-0.027932905
dynamic	0.334744444
dynamically	0.297087778
dysfunction	-0.366666667
dysfunctional	-0.422222222
eager	0.366666667
eagerly	0.297087778
eagerness	0.311742222
early	0.181664444
earn	0.221756667
earnest	0.366666667
earnestly	0.408198889
earnestness	0.309427778
earsplitting	-0.448195556
earthly	0.066666667
earthy	0.06376
ease	0.386071667
easily	0.510422222
easy	0.328273333
easygoing	0.521298889
eat	-0.01410816
eating	-0.006700648
ebullient	0.480935556
eccentric	-0.066666667
eccentricity	-0.199027778
eclectic	0.177777778
economic	0.20327
economical	0.445775556
economically	0.177777778
economize	0.066666667
ecstasy	0.685375556
ecstatic	0.713496667
edgy	0.244444444
edify	0.177777778
educational	0.446291111
eerie	-0.341505833
eerily	-0.229468889
eery	-0.263181111
effective	0.444074167
effectively	0.374699167
effectiveness	0.526982222
efficacious	0.353872222
efficacy	0.174026667
efficiency	0.415782222
efficient	0.529788889
efficiently	0.408198889
effort	0.007475725
effortless	0.473804444
effortlessly	0.416158889
egotism	-0.301968889
egotistical	-0.577215556
egregious	-0.731946667
either	-0.054311843
elaborate	0.167473333
elaborately	0.339091111
elaboration	0.121743333
elan	0.468958889
elate	0.561335556
elated	0.615679167
elation	0.5265725
electric	0.066666667
electrical	0.119906667
electrically	0.066666667
electronic	0.133333333
electronically	0.133333333
elegance	0.516105556
elegant	0.585946667
elegantly	0.511231667
elementary	0.024496667
elfin	0.279462222
eliminate	-0.348761111
elimination	-0.244444444
eloquence	0.355555556
eloquent	0.605728889
eloquently	0.457788889
else	-0.001541529
emancipate	0.303454444
emasculate	-0.365948889
embarrass	-0.383028333
embarrassing	-0.486282222
embarrassment	-0.433925833
embellish	0.155136667
embrace	0.361658333
emergency	-0.455901667
eminence	0.339427778
eminent	0.528068889
eminently	0.548308889
emote	-0.133333333
emotion	-0.012678642
emotional	-0.018489279
emotionally	-0.031486667
empathize	0.360237778
empathy	0.529268889
empower	0.170117778
emptiness	-0.298538333
empty	-0.045282478
enable	0.073663333
enchant	0.499225556
enchanting	0.639842222
enchantingly	0.541532222
enchantment	0.572898889
encourage	0.414295833
encouragement	0.465579167
encroach	-0.244444444
encroachment	-0.232344444
end	-0.021903137
endanger	-0.490265556
endear	0.370531111
endearing	0.686918889
endearingly	0.541532222
ended	-0.021951337
ending	-0.022742715
endless	-0.148363333
endlessly	-0.0634
endorse	0.376569167
endorsement	0.2661075
endow	0.0568
endure	-0.06362
enduring	0.506805556
enemy	-0.316666667
energetic	0.492075833
energetically	0.405757778
energize	0.499717778
energy	0.012872958
enervate	-0.126201111
enforce	-0.04433
engage	0.2532425
engaging	0.636765556
engagingly	0.529582222
engrossing	0.561335556
engulf	-0.142211111
enhance	0.382717778
enhancement	0.479892222
enjoy	0.026886414
enjoyable	0.707842222
enjoyment	0.701115556
enlighten	0.233333333
enlightened	0.466666667
enlightenment	0.438712222
enliven	0.285137778
ennui	-0.343370833
enormous	0.2
enormously	0.13393
enough	0.003501193
enrage	-0.521756667
enraged	-0.636626667
enrapture	0.462915556
enrich	0.302901111
enrichment	0.244444444
enslave	-0.416666667
ensure	0.066666667
entangle	-0.187644444
entanglement	-0.137084444
enterprising	0.327908889
entertain	0.494961111
entertaining	0.568466667
entertainingly	0.481642222
entertainment	0.133333333
enthral	0.547186667
enthrall	0.529582222
enthralling	0.561335556
enthusiasm	0.536492222
enthusiastic	0.663886667
enthusiastically	0.548308889
entire	0.004352486
entrust	0.406892222
enviable	0.322277778
envious	-0.513011667
envision	0.162046667
envy	-0.301403333
epic	0.311111111
epidemic	-0.311111111
episode	-0.017601222
episodic	-0.059966667
epithet	-0.133333333
equal	0.066666667
equality	0.398224444
equitable	0.250224444
equitably	0.341532222
eradicate	-0.311111111
erase	-0.177777778
erode	-0.254311111
erosion	-0.244444444
erotic	0.133333333
erotically	0.174026667
err	-0.407955556
errant	-0.344055556
erratic	-0.312591111
erratically	-0.229468889
erroneous	-0.354684167
erroneously	-0.236245556
error	-0.388178333
erudite	0.383535556
escape	-0.04178
esoteric	-0.133333333
especially	0.021143424
essential	0.342774444
establish	0.102486667
esteem	0.297927778
eternal	0.397197778
eternally	0.238381111
ethereal	0.310461111
ethic	0.162633333
ethical	0.377196667
ethically	0.288888889
etiquette	0.13476
euphoria	0.732315
euphoric	0.802726667
european	0.066666667
evade	-0.212054444
evasion	-0.324527778
evasive	-0.393507778
evasively	-0.314862222
even	-0.016273427
even-tempered	0.316891111
eventful	0.105313333
eventually	-0.037685172
ever	-0.002280491
everlasting	0.481088889
every	-0.009664254
everyday	-0.009283429
everyone	-0.009646842
everything	-0.007999619
evict	-0.555275556
eviction	-0.456295556
evident	0.08094
evil	-0.70359
evocative	0.244444444
evoke	0.17022
evolve	0.116316667
exacerbate	-0.273934444
exaggerate	-0.271243333
exaggeration	-0.319274444
exalt	0.604848889
exasperate	-0.315831111
exasperating	-0.582422222
exasperation	-0.392157778
exceed	0.06385
excel	0.505975556
excellence	0.77401
excellent	0.8203175
excellently	0.726086667
exceptional	0.861583333
exceptionally	0.666666667
excess	-0.218867778
excessive	-0.422012222
excessively	-0.375922222
excite	0.458345833
excited	0.575928333
excitedly	0.351804444
excitement	0.489770833
exciting	0.738956667
exclude	-0.1964725
exclusion	-0.162218333
exclusive	0.6
exclusively	0.303663333
excruciating	-0.926466667
excruciatingly	-0.693323333
excusable	0.162856667
excuse	-0.183333333
execrable	-0.834803333
execute	-0.140026667
exemplary	0.537998889
exempt	-0.0087425
exhaust	-0.244444444
exhausted	-0.031670696
exhaustion	-0.335907778
exhilarate	0.474865556
exhilarating	0.625402222
exhilaration	0.444132222
exist	-0.013015853
exonerate	0.271495833
exorbitant	-0.629008889
exorbitantly	-0.488888889
exotic	0.606941111
expand	0.081986667
expandable	0.192343333
expansive	0.256481111
expel	-0.366666667
expense	-0.133333333
expensive	-0.310657778
expensively	-0.096135556
experience	0.031407459
expert	0.466666667
expertly	0.462915556
explain	-0.016703767
explanatory	0.066666667
explicit	-0.06975
exploit	-0.3395425
exploitation	-0.422222222
exploitative	-0.488888889
exploration	0.21715
expose	-0.238563333
exquisite	0.884916667
exquisitely	0.65942
extend	0.138723333
extensive	0.321217778
extensively	0.311111111
exterminate	-0.311111111
extermination	-0.518662222
extinguish	-0.108526667
extol	0.365997778
extortion	-0.675202222
extra	0.163433333
extraneous	-0.298414444
extraordinarily	0.43885
extraordinary	0.886886667
extravagance	-0.002126667
extreme	-0.123741111
extremely	0.007332765
extremism	-0.177777778
exuberance	0.494668889
exuberant	0.504111667
exuberantly	0.551572222
exult	0.498375556
exultant	0.375675556
exultantly	0.474865556
exultation	0.351135556
eye	0.022465418
fabricate	-0.267174444
fabrication	-0.385494444
fabulous	0.808561667
fabulously	0.608198889
face	0.012369383
facilitate	0.227584444
fact	-0.011209599
factual	0.14131
fad	-0.168383333
fag	-0.553307778
faggot	-0.2
fail	-0.577961667
failing	-0.399016667
failure	-0.048958971
faint	-0.365698889
fainthearted	-0.330881111
faintly	-0.066666667
fair	0.316666667
fairness	0.446024444
faith	0.316666667
faithful	0.593309167
faithfully	0.408198889
faithfulness	0.489132222
fake	-0.558254167
fall	0.023933488
fallacy	-0.263797778
fallen	-0.272584444
fallout	-0.341144444
falsehood	-0.355555556
falsely	-0.236375556
falsify	-0.453625556
falter	-0.244444444
fame	0.211055833
famed	0.310845556
familiar	0.177777778
familiarity	0.20639
familiarize	0.10736
family	-0.005350503
famine	-0.515838889
famous	0.509202222
famously	0.348768889
fan	0.370385
fanatic	-0.374245556
fanatical	-0.529238889
fanatically	-0.369578889
fanaticism	-0.24696
fanciful	0.260022222
fancy	0.367371111
fantastic	0.821474167
fantastically	0.208198889
fantasy	0.22864
far	0.017065165
farce	-0.233333333
fascinate	0.557968333
fascinating	0.721099167
fascination	0.37988
fascist	-0.516666667
fashionable	0.540798889
fastidious	-0.101084444
fat	-0.422222222
fatal	-0.795578889
fatality	-0.590605556
fatally	-0.422222222
fate	-0.066666667
father	-0.005514068
fatigue	-0.320075833
fatigues	-0.133333333
fault	-0.350021111
faulty	-0.564132222
favor	0.410764167
favorable	0.462281111
favorably	0.383557778
favored	0.294926667
favorite	0.557044167
fear	-0.041101698
fearful	-0.544915556
fearless	0.460289167
fearlessly	0.422222222
fearsome	-0.427905833
feast	0.460081111
feat	0.438718889
feature	0.133333333
feeble	-0.349263333
feebly	-0.299002222
feel	-0.002590797
feeling	0.005701041
feign	-0.239514444
feint	-0.204434444
feisty	0.196343333
felicity	0.543448889
fellowship	0.133333333
felony	-0.422222222
felt	0.012435614
ferocity	-0.204434444
fertile	0.346191111
fervent	0.140594444
fervid	0.140594444
fervor	0.347602222
festive	0.478738333
festivity	0.302322222
fetid	-0.629008889
fiasco	-0.638134167
fictitious	-0.177777778
fidelity	0.512882222
fidget	-0.177777778
fidgety	-0.374194444
fiend	-0.534972222
fiendish	-0.492592222
fiendishly	-0.516705556
fierce	-0.328834444
fiercely	-0.208877778
fiery	0.108166667
fight	-0.043445998
filmy	-0.133333333
filth	-0.609865556
filthy	-0.696755556
finally	0.032264119
find	-0.009435009
fine	0.021996995
finely	0.329074444
fire	-0.304214444
firm	0.177777778
firmly	0.312064444
firmness	0.148963333
first	0.016406696
first-class	0.770256667
first-rate	0.488888889
fit	0.339909167
fitness	0.23397
fitting	0.245061111
fittingly	0.341532222
fix	-0.011766808
flabbergast	-0.450038889
flagship	0.133333333
flair	0.423408889
flaky	-0.366604444
flamboyant	-0.066666667
flamboyantly	-0.007246667
flashy	-0.070697778
flat	-0.181073333
flatly	-0.111
flatter	0.064022222
flattery	-0.106351111
flaunt	-0.244444444
flaw	-0.422222222
flawless	0.837413333
flawlessly	0.726086667
flee	-0.177777778
flexible	0.456914444
flick	-0.133333333
flighty	-0.192934444
flimsiness	-0.177777778
flimsy	-0.244444444
flirtatious	0.11931
flirtatiously	0.11931
flop	-0.355555556
floppy	-0.066666667
flounder	-0.244444444
flourish	0.344924444
flout	-0.338927778
flu	-0.440561111
fluff	-0.143914444
fluffy	-0.066666667
flush	0.066666667
fluster	-0.136294444
fond	0.382810833
fondly	0.396248889
fondness	0.392808333
food	-0.025413396
fool	-0.456814167
foolhardy	-0.356161111
foolish	-0.483764167
foolishly	-0.485305556
foolishness	-0.422168889
foolproof	0.341892222
for	0.051775691
forbid	-0.359327778
forbidding	-0.422222222
force	-0.110594444
forced	-0.296715556
forceful	-0.045346667
forcefully	0.106676667
foreboding	-0.292014444
foreclosure	-0.133333333
foreign	-0.077373333
foresight	0.320437778
forever	0.011245619
forfeit	-0.244444444
forget	-0.176616667
forgetful	-0.375341111
forgettable	-0.238664444
forgivable	0.237197778
forgive	0.394271667
forgiveness	0.431278889
forgiving	0.432968889
forgotten	-0.243847778
formality	-0.08292
formidable	0.281917778
formidably	0.408198889
fornicate	-0.401582222
forsake	-0.351084444
fortify	0.177777778
fortitude	0.384478889
fortunate	0.603119167
fortunately	0.428002222
fortune	0.561935556
forward	0.040043571
foster	0.066666667
foul	-0.555555556
found	0.04309643
fragile	-0.189781111
fragmentary	-0.177777778
fragrant	0.419564444
frantic	-0.267397778
fraud	-0.703984167
fraudulence	-0.613002222
fraudulent	-0.613979167
fraudulently	-0.488292222
fraught	-0.516708889
frazzle	-0.183841111
freak	-0.244444444
freakish	-0.545498889
freaky	-0.423958889
free	0.042382389
freedom	0.527161667
freely	0.481642222
frenzy	-0.2611725
frequent	0.066666667
fresh	0.316666667
freshly	0.244444444
freshness	0.608258889
fret	-0.298597778
fretful	-0.321347778
friend	0.001765614
friendliness	0.327795556
friendly	0.643201667
friendship	0.588335556
fright	-0.486392222
frighten	-0.459475556
frightened	-0.551425556
frightening	-0.428278333
frighteningly	-0.236245556
frigid	-0.397517778
frilly	-0.093323333
frisky	0.388530833
frivolous	-0.260507778
frolic	0.177777778
frothy	-0.205
frown	-0.316621111
fruitful	0.532182222
fruition	0.398708889
frustrate	-0.422411667
frustrated	-0.526129167
frustrating	-0.527716667
frustration	-0.530496667
fuck	-0.483333333
fucker	-0.723653333
fucking	-0.65
fugitive	-0.355555556
fulfill	0.34587
fulfillment	0.522455556
full	0.008716595
full-fledged	0.276334444
fumble	-0.283311111
fun	0.036604641
functional	0.213177778
functionally	0.177777778
funeral	-0.177777778
funky	0.293268333
funny	0.433333333
furious	-0.658759167
furiously	-0.432528889
fury	-0.481492222
fuss	-0.308617778
fussy	-0.448037778
futile	-0.237351667
futility	-0.346364444
future	0.011681754
fuzzy	0.008836667
gaffe	-0.177777778
gag	-0.163308333
gaiety	0.354561111
gain	0.327968333
gall	-0.422222222
gallant	0.466666667
gallantly	0.474865556
gallantry	0.499694167
gamble	-0.177777778
game	-0.011985359
garbage	-0.413977778
garnish	0.066666667
gauche	-0.243847778
gaudy	-0.311111111
gave	0.021119066
gawk	-0.177777778
gawky	-0.198144444
gem	0.548948889
generalization	-0.066666667
generate	0.066666667
generic	-0.133333333
generically	-0.176466667
generosity	0.571422222
generous	0.514351667
generously	0.481642222
genial	0.576618889
genius	0.811083333
gentle	0.560052222
gently	0.409172222
genuine	0.514955556
genuinely	0.001903522
germ	-0.386621111
get	-0.013367565
getting	-0.014442069
ghastly	-0.811436667
ghetto	-0.400337778
ghost	-0.066666667
giant	0.08739
giddily	-0.044444444
giddy	-0.058313333
gift	0.417323333
gifted	0.477442222
gigantic	0.066666667
gimmick	-0.277291111
girl	0.041527712
give	0.008876687
giving	-0.018434047
glad	0.416666667
gladden	0.228824444
gladly	0.408198889
gladness	0.177445556
glamorous	0.512619167
glamour	0.244444444
gleam	0.177777778
glee	0.4105825
gleeful	0.300717778
glitch	-0.177777778
glitter	0.274307778
gloat	-0.413464444
global	0.119266667
globally	0.066666667
gloom	-0.457989167
gloomily	-0.382212222
gloomy	-0.539286667
glorify	0.274938889
glorious	0.633881667
gloriously	0.590735556
glory	0.500809167
glossy	0.086313333
glow	0.302694444
glower	-0.317174444
glum	-0.492046667
glumly	-0.314862222
glut	-0.355555556
go	-0.002565841
god	0.001241321
goddamn	-0.648743333
goddamned	-0.661553333
goddess	0.133333333
godsend	0.627622222
going	-0.007278093
golden	0.406061111
gone	-0.047402805
good	0.045888393
good-natured	0.477108889
goodness	0.577506667
goodwill	0.491565556
gorgeous	0.86504
gorgeously	0.628002222
got	0.019375508
gothic	-0.1669
gotten	0.022557252
grab	-0.066666667
grace	0.327590833
graceful	0.585345556
gracefully	0.488478889
gracious	0.554844167
graciously	0.414975556
graciousness	0.438902222
grade	0.012844331
gradual	0.066666667
gradually	0.066666667
graduate	0.066666667
grainy	-0.066666667
grand	0.516666667
grandiose	-0.019641111
grant	0.094083333
graphic	-0.2
graphically	-0.146383333
grateful	0.560989167
gratification	0.306005
gratify	0.241731111
grating	-0.244444444
gratitude	0.479798889
gratuitous	-0.14665
gratuitously	-0.203751111
grave	-0.2
gravely	-0.249124444
gray	-0.1
greasy	-0.420357778
great	0.093971604
greatly	0.329582222
greatness	0.638702222
greed	-0.630111667
greedily	-0.314862222
greedy	-0.554999167
green	0.066666667
greet	0.181063333
greeting	0.142786667
grey	-0.1
grief	-0.484076667
grievance	-0.564785556
grieve	-0.554108889
grievous	-0.726178889
grievously	-0.502912222
grim	-0.517857778
grime	-0.337767778
grimly	-0.258467778
grimy	-0.425164444
gripe	-0.365887778
grisly	-0.596015556
gritty	0.016652222
groan	-0.274471111
gross	-0.333333333
grossly	-0.377181111
grotesque	-0.667045556
grotesquely	-0.502912222
grouch	-0.302697778
grouchy	-0.328681111
groundbreaking	0.422222222
group	0.036229921
grouse	-0.244444444
growl	-0.213291111
growth	0.224273333
grudge	-0.428474444
gruff	-0.19534
grumble	-0.219341111
grungy	-0.374194444
guarantee	0.183333333
guardian	0.066666667
guess	0.001551844
guide	0.177777778
guilt	-0.640931667
guiltily	-0.314862222
guilty	-0.546736667
guise	-0.201206667
gulf	-0.071816667
gullibility	-0.185024444
gullible	-0.412516667
gumption	0.23956
gun	-0.066666667
gunk	-0.347694444
gush	0.22215
gusto	0.481895556
gutless	-0.499215556
gutsy	0.466145556
guy	0.024379276
ha	0.133333333
hack	-0.311111111
hackneyed	-0.450038889
hag	-0.345256667
haggle	-0.177777778
hail	0.120796667
hairy	-0.17125
half	-0.00381821
halfhearted	-0.266231111
hallucination	-0.251587778
hamper	-0.244444444
hand	0.038670627
handicap	-0.446221111
handicapped	-0.343994444
handily	0.390735556
handsome	0.661975556
handsomely	0.561188889
handy	0.244444444
haphazard	-0.311111111
haphazardly	-0.291458889
hapless	-0.396821667
happen	-0.014743177
happily	0.507475556
happiness	0.018334146
happy	0.034213764
harass	-0.607515556
harassment	-0.574642222
hard	-0.01802029
hard-nosed	-0.066666667
hardly	-0.138013333
hardship	-0.468604167
hardy	0.283333333
harm	-0.546996667
harmful	-0.541834167
harmless	0.318894444
harmlessly	0.341532222
harmonious	0.564262222
harmonize	0.384952222
harmony	0.563238889
harness	0.066666667
harpy	-0.217573333
harry	-0.254311111
harsh	-0.459201667
harshly	-0.355555556
harshness	-0.395562222
hassle	-0.343231111
hastily	-0.203751111
hasty	-0.240557778
hate	-0.050253784
hateful	-0.811978889
hatefulness	-0.432615556
hatred	-0.715928889
haughtiness	-0.299282222
haughty	-0.423465556
haunt	-0.288888889
haunting	0.038765
have	0.004448914
haven	0.355555556
havoc	-0.484431667
hazard	-0.348011111
hazardous	-0.596462222
haze	-0.072386667
haziness	-0.226824444
head	-0.020525948
headache	-0.581032222
heal	0.462184444
health	0.005224342
healthy	0.601054167
hear	0.004185045
heart	0.010463231
heartbreaking	-0.539119167
heartbroken	-0.684125556
heartfelt	0.466666667
heartily	0.316891111
heartless	-0.554735556
heartwarming	0.474865556
hearty	0.421294444
heaven	0.6650525
heavenly	0.7
heavily	-0.059923333
heavy	-0.066666667
heavy-duty	0.133333333
heavy-handed	-0.447651111
heavyhearted	-0.294483333
heckle	-0.244444444
hectic	-0.412017778
hedge	-0.133333333
heedless	-0.363424444
hefty	-0.351384444
hegemony	-0.311111111
hell	-0.023353165
help	0.003314808
helper	0.066666667
helpful	0.524969167
helpfully	0.316891111
helpfulness	0.344138889
helping	0.355555556
helpless	-0.577329167
helplessly	-0.270417778
helplessness	-0.456142222
her	0.038123435
here	-0.01621656
heresy	-0.244444444
heretic	-0.311111111
hero	0.435973333
heroic	0.55
heroically	0.474865556
heroine	0.236081111
heroism	0.592068889
hesitant	-0.323883333
hesitantly	-0.125134444
hesitate	-0.217763333
hi	0.01206768
hide	-0.066666667
hideous	-0.693342222
hideously	-0.502912222
hideousness	-0.546645556
high	0.017367994
high-sounding	-0.203751111
highlight	0.2
hilarious	0.561168333
hilariously	0.541532222
hilarity	0.222333333
him	0.014176026
hinder	-0.355555556
hindrance	-0.366666667
hip	0.355555556
hiss	-0.177777778
historic	0.154606667
historically	0.102233333
hit	0.004341722
ho-hum	-0.243847778
hoard	-0.177777778
hoax	-0.340194444
hobble	-0.185437778
hobby	0.025766312
hold	0.011382077
hollow	-0.244444444
holy	0.488888889
homage	0.232611111
home	0.016760372
homeless	-0.519295556
homesick	-0.416341111
honest	0.555904167
honestly	-0.000203893
honesty	0.564898889
honor	0.396545833
honorable	0.587868889
honorably	0.408198889
honour	0.409246667
hoodwink	-0.211512222
hooey	-0.377181111
hooligan	-0.513635556
hope	0.019554997
hopeful	0.431953333
hopefully	0.432248889
hopeless	-0.066397082
hopelessly	-0.413015556
hopelessness	-0.434006667
horde	-0.244444444
horny	-0.093387778
horrendous	-0.805215
horrible	-0.059748141
horribly	-0.695675556
horrid	-0.754938889
horrific	-0.8239875
horrify	-0.488888889
horrifying	-0.873806667
horror	-0.480835556
hospitable	0.596972222
hostile	-0.634391667
hostility	-0.532078889
hot	0.123276667
hothead	-0.273707778
hound	-0.288888889
hour	0.026575716
house	0.007927711
however	0.060427595
hubris	-0.444008889
huckster	-0.233333333
hug	0.499054444
huge	0.1506975
hugely	0.000596667
human	0.018151697
humane	0.524572222
humanistic	0.155786667
humanity	0.35992
humble	0.481512222
humbly	0.418238889
humid	-0.264706667
humiliate	-0.628875556
humiliating	-0.744732222
humiliation	-0.641666667
humility	0.349285556
humongous	0.066666667
humor	0.449295833
humorous	0.582309167
humorously	0.474865556
humour	0.272980833
hunger	-0.25182
hungry	-0.366384444
hurrah	0.444444444
hurt	-0.021115777
hurtful	-0.582102222
hurtle	-0.066666667
hustle	-0.244444444
hustler	-0.244444444
hype	-0.213007778
hyperactive	-0.204771111
hypersensitive	-0.243847778
hypnotic	0.066666667
hypnotically	0.066666667
hypocrisy	-0.608552222
hypocrite	-0.422222222
hypocritical	-0.529704167
hysteria	-0.485116667
hysteric	-0.337767778
hysterical	-0.203436667
hysterically	-0.236245556
hysterics	-0.448878889
i	0.004138592
icily	-0.314862222
icy	-0.182847778
idea	0.007504434
ideal	0.476395556
idealism	0.193956667
idealistic	-0.036091111
idiot	-0.594166667
idiotic	-0.635706667
idiotically	-0.488888889
idle	-0.177777778
idleness	-0.215177778
idly	-0.137084444
idolize	-0.000312222
idyllic	0.563688889
ignorance	-0.540796667
ignorant	-0.531414167
ignore	-0.293823333
ill	-0.408291667
ill-advised	-0.448878889
ill-fated	-0.487135556
ill-mannered	-0.418638889
ill-tempered	-0.485305556
illegal	-0.416666667
illegality	-0.383372222
illegally	-0.302912222
illegitimate	-0.591758889
illicit	-0.501762222
illiteracy	-0.330881111
illiterate	-0.431151111
illness	-0.316666667
illogical	-0.368174444
illogically	-0.314862222
illuminate	0.355555556
illusory	-0.185731111
illustrious	0.528195556
imaginable	0.34129
imagination	0.302133333
imaginative	0.570618889
imaginatively	0.422222222
imbecile	-0.607055556
immaculate	0.688775556
immaculately	0.497087778
immature	-0.523202222
immediate	0.066666667
immense	0.217044444
immensely	0.230421111
immerse	0.161456667
imminent	-0.133333333
immoderate	-0.354958889
immodest	-0.197968889
immoral	-0.604885556
immorality	-0.463522222
immortal	0.355555556
immune	0.066666667
impact	0.118496667
impair	-0.488072222
impartiality	0.288888889
impasse	-0.332022222
impatience	-0.480485556
impatient	-0.518946667
impatiently	-0.302912222
impeccable	0.630445556
impeccably	0.555555556
impede	-0.244444444
impediment	-0.280591111
impel	-0.066666667
impenetrable	0.076003333
imperfect	-0.233333333
imperfection	-0.204434444
imperil	-0.448878889
impersonal	-0.355651111
impertinent	-0.406478889
impervious	0.09695
impetus	0.066666667
impiety	-0.252397778
impinge	-0.177777778
implacable	-0.295375556
implausible	-0.231897778
implicate	-0.227767778
implore	-0.066666667
importance	0.285335
important	0.528219167
impose	-0.262510833
imposing	0.040853333
imposition	-0.18771
impossible	-0.314271111
impossibly	-0.382212222
imposter	-0.382212222
impotent	-0.456088333
impoverish	-0.422222222
impractical	-0.285531111
imprecise	-0.233277778
imprecision	-0.200897778
impregnable	0.139431111
impress	0.383333333
impression	0.142636667
impressive	0.634014167
impressively	0.543775556
imprison	-0.177777778
imprisonment	-0.288888889
improper	-0.401532222
improperly	-0.288888889
impropriety	-0.392318889
improve	0.343313333
improved	0.34901
improvement	0.464206667
imprudence	-0.229468889
impudence	-0.442218889
impugn	-0.376391111
impulsive	-0.322031111
impulsively	-0.244444444
impunity	-0.355555556
impure	-0.407158889
impurity	-0.203751111
in	0.035805548
in-your-face	-0.258467778
inability	-0.409565833
inaccuracy	-0.376024444
inaccurate	-0.481072222
inaccurately	-0.302912222
inaction	-0.271101111
inadequacy	-0.362241111
inadequate	-0.529746667
inane	-0.554698889
inanely	-0.488888889
inappropriate	-0.472755556
